"";"Data";"Hora";"Nome";"Idade";"Sexo";"Crime";"Tipo";"Cidade";"Bairro"
"341";"14/04/2021 ";"09";"Parda";"24";"Masculino";"Homicídio";"PAF";"Zona Rural";"Piaçabuçu"
"342";"14/04/2021 ";"21";"NI";"20";"Masculino";"Resistência com Resultado Morte";"PAF";"São Miguel dos Campos";"Centro"
"343";"15/04/2021 ";"06";"Branca";"24";"Masculino";"Resistência com Resultado Morte";"PAF";"Anadia";"Centro"
"344";"15/04/2021 ";"18";"NI";"18";"Masculino";"Resistência com Resultado Morte";"PAF";"Rio Largo";"Centro"
"345";"17/04/2021 ";"03";"NI";"30";"Masculino";"Homicídio";"PAF";"Maceió";"Levada"
"346";"17/04/2021 ";"17";"Parda";"59";"Masculino";"Homicídio";"BRANCA";"Maceió";"Ponta Grossa"
"347";"17/04/2021 ";"18";"NI";"28";"Feminino";"Homicídio";"PAF";"Arapiraca";"Primavera"
"348";"17/04/2021 ";"18";"NI";"18";"Masculino";"Homicídio";"PAF";"Arapiraca";"Primavera"
"349";"18/04/2021 ";"01";"NI";"16";"Masculino";"Homicídio";"PAF";"Arapiraca";"Vila São José"
"350";"18/04/2021 ";"01";"NI";"27";"Masculino";"Homicídio";"PAF";"Arapiraca";"Vila São José"
"351";"18/04/2021 ";"01";"NI";"14";"Masculino";"Homicídio";"PAF";"Arapiraca";"Vila São José"
"352";"18/04/2021 ";"02";"Parda";"39";"Masculino";"Homicídio";"BRANCA";"Maceió";"Benedito Bentes"
"353";"18/04/2021 ";"04";"NI";"20";"Masculino";"Homicídio";"PAF";"Arapiraca";"Canafístula"
"354";"18/04/2021 ";"05";"Preta";"31";"Masculino";"Homicídio";"PAF";"São Miguel dos Campos";"Centro"
"355";"18/04/2021 ";"20";"Branca";"22";"Masculino";"Homicídio";"PAF";"Maceió";"Santos Dumont"
"356";"18/04/2021 ";"22";"Preta";"35";"Masculino";"Homicídio";"ESPANCAMEN";"Maceió";"São Jorge"
"357";"18/04/2021 ";"23";"Parda";"24";"Masculino";"Homicídio";"PAF";"Maceió";"Jacintinho"
"358";"18/04/2021 ";"23";"Parda";"22";"Masculino";"Homicídio";"PAF";"Porto Calvo";"Centro"
"359";"19/04/2021 ";"05";"Preta";"34";"Masculino";"Homicídio";"PAF";"Limoeiro de Anadia";"Zona Rural"
"360";"20/04/2021 ";"19";"NI";"44";"Masculino";"Homicídio";"PAF";"Ibateguara";"Centro"
"361";"21/04/2021 ";"06";"Preta";"41";"Masculino";"Homicídio";"ESPANCAMEN";"Inhapi";"Centro"
"362";"21/04/2021 ";"20";"Parda";"17";"Masculino";"Homicídio";"PAF";"Zona Rural";"Oeste"
"363";"21/04/2021 ";"23";"Parda";"51";"Masculino";"Homicídio";"PAF";"Maceió";"Jacintinho"
"364";"23/04/2021 ";"19";"NI";"26";"Masculino";"Homicídio";"PAF";"Zona Rural";"Penedo"
"365";"23/04/2021 ";"19";"Parda";"21";"Masculino";"Roubo com Resultado Morte";"PAF";"Arapiraca";"Sítio Flexeiras"
"366";"23/04/2021 ";"19";"Parda";"35";"Masculino";"Homicídio";"PAF";"Rio Largo";"Centro"
"367";"23/04/2021 ";"20";"NI";"50";"Masculino";"Homicídio";"PAF";"Delmiro Gouveia";"Zona Rural"
"368";"24/04/2021 ";"07";"NI";"14";"Masculino";"Homicídio";"ESPANCAMEN";"Maceió";"Cidade Universitária"
"369";"24/04/2021 ";"20";"Parda";"23";"Masculino";"Homicídio";"PAF";"Palmeira dos Índios";"Zona Rural"
"370";"24/04/2021 ";"21";"Parda";"24";"Masculino";"Homicídio";"PAF";"Coruripe";"Centro"
"371";"24/04/2021 ";"21";"Preta";"19";"Masculino";"Homicídio";"PAF";"São Miguel dos Campos";"Centro"
"372";"24/04/2021 ";"23";"Parda";"41";"Masculino";"Homicídio";"BRANCA";"Palmeira dos Índios";"Palmeira de Fora"
"373";"24/04/2021 ";"23";"Parda";"58";"Masculino";"Homicídio";"BRANCA";"Zona Rural";"Junqueiro"
"374";"24/04/2021 ";"23";"NI";"24";"Masculino";"Homicídio";"PAF";"Maceió";"Clima Bom"
"375";"24/04/2021 ";"23";"NI";"23";"Masculino";"Resistência com Resultado Morte";"PAF";"Maceió";"Clima Bom"
"376";"25/04/2021 ";"11";"Preta";"23";"Feminino";"Homicídio";"INTOXICAÇÃO";"Maceió";"Jacintinho"
"377";"25/04/2021 ";"13";"NI";"21";"Masculino";"Homicídio";"PAF";"Arapiraca";"Sítio Alazão"
"378";"25/04/2021 ";"14";"Parda";"21";"Masculino";"Homicídio";"PAF";"Maceió";"Poço"
"379";"25/04/2021 ";"15";"Branca";"";"Masculino";"Homicídio";"PAF";"Maceió";"Riacho Doce"
"380";"25/04/2021 ";"19";"Parda";"19";"Masculino";"Homicídio";"PAF";"Maceió";"Benedito Bentes"
"381";"25/04/2021 ";"19";"Parda";"15";"Masculino";"Homicídio";"PAF";"Maceió";"Benedito Bentes"
"382";"26/04/2021 ";"06";"Parda";"19";"Masculino";"Homicídio";"ESPANCAMEN";"Major Isidoro";"Zona Rural"
"383";"26/04/2021 ";"13";"NI";"34";"Masculino";"Homicídio";"PAF";"Coruripe";"Centro"
"384";"26/04/2021 ";"14";"Branca";"";"Masculino";"Homicídio";"PAF";"Coqueiro Seco";"Zona Rural"
"385";"27/04/2021 ";"05";"NI";"50";"Feminino";"Homicídio";"BRANCA";"Maceió";"Levada"
"386";"27/04/2021 ";"09";"Branca";"24";"Masculino";"Homicídio";"NI";"São Luís do Quitunde";"Zona Rural"
"387";"27/04/2021 ";"17";"NI";"49";"Masculino";"Homicídio";"NI";"Santana do Ipanema";"Zona Rural"
"388";"28/04/2021 ";"07";"Parda";"28";"Masculino";"Homicídio";"PAF";"Zona Rural";"Taquarana"
"389";"28/04/2021 ";"09";"Preta";"23";"Masculino";"Homicídio";"PAF";"Santana do Ipanema";"Zona Rural"
"390";"28/04/2021 ";"19";"Parda";"23";"Masculino";"Homicídio";"NI";"São Luís do Quitunde";"Zona Rural"
"391";"28/04/2021 ";"20";"Branca";"35";"Masculino";"Resistência com Resultado Morte";"PAF";"Arapiraca";"Sítio Poção"
"392";"29/04/2021 ";"19";"Parda";"17";"Masculino";"Homicídio";"PAF";"Maceió";"Rio Novo"
"393";"29/04/2021 ";"20";"Preta";"16";"Masculino";"Homicídio";"PAF";"São José da Laje";"Centro"
"394";"29/04/2021 ";"21";"Branca";"39";"Masculino";"Homicídio";"PAF";"Zona Rural";"Batalha"
"395";"30/04/2021 ";"09";"Parda";"18";"Masculino";"Homicídio";"BRANCA";"Roteiro";"Centro"
"396";"30/04/2021 ";"19";"Parda";"19";"Masculino";"Homicídio";"PAF";"União dos Palmares";"Santa Maria Madalena"
"397";"30/04/2021 ";"20";"Branca";"48";"Masculino";"Homicídio";"PAF";"Maribondo";"Centro"
"398";"01/05/2021 ";"05";"Branca";"23";"Masculino";"Homicídio";"PAF";"Ibateguara";"Zona Rural"
"399";"01/05/2021 ";"07";"Preta";"21";"Masculino";"Homicídio";"PAF";"Zona Rural";"Maragogi"
"400";"01/05/2021 ";"08";"Preta";"55";"Masculino";"Homicídio";"PAF";"Maceió";"Rio Novo"
"401";"01/05/2021 ";"11";"Parda";"22";"Masculino";"Homicídio";"PAF";"Campo Grande";"Centro"
"402";"01/05/2021 ";"18";"Branca";"23";"Masculino";"Homicídio";"PAF";"Santana do Ipanema";"Centro"
"403";"01/05/2021 ";"20";"Parda";"31";"Feminino";"Feminicídio";"PAF";"São Sebastião";"Zona Rural"
"404";"02/05/2021 ";"13";"Parda";"23";"Masculino";"Homicídio";"PAF";"Arapiraca";"Alto do Cruzeiro"
"405";"02/05/2021 ";"21";"Parda";"25";"Feminino";"Feminicídio";"BRANCA";"São José da Laje";"Centro"
"406";"03/05/2021 ";"10";"Parda";"39";"Masculino";"Homicídio";"BRANCA";"Maceió";"Feitosa"
"407";"03/05/2021 ";"19";"Parda";"18";"Masculino";"Homicídio";"PAF";"União dos Palmares";"Santa Fé"
"408";"04/05/2021 ";"08";"Parda";"14";"Masculino";"Homicídio";"BRANCA";"Porto Calvo";"Centro"
"409";"04/05/2021 ";"10";"Parda";"42";"Masculino";"Roubo com Resultado Morte";"BRANCA";"Delmiro Gouveia";"Centro"
"410";"06/05/2021 ";"23";"Parda";"42";"Masculino";"Homicídio";"ESPANCAMEN";"Maceió";"Benedito Bentes"
"411";"07/05/2021 ";"19";"Branca";"20";"Masculino";"Homicídio";"PAF";"Piranhas";"Centro"
"412";"07/05/2021 ";"23";"Parda";"21";"Masculino";"Homicídio";"PAF";"São Luís do Quitunde";"Centro"
"413";"08/05/2021 ";"02";"Parda";"15";"Masculino";"Resistência com Resultado Morte";"PAF";"Roteiro";"Centro"
"414";"08/05/2021 ";"02";"Parda";"20";"Masculino";"Resistência com Resultado Morte";"PAF";"Roteiro";"Centro"
"415";"08/05/2021 ";"14";"Preta";"41";"Masculino";"Homicídio";"PAF";"Japaratinga";"Centro"
"416";"08/05/2021 ";"14";"Parda";"20";"Masculino";"Homicídio";"PAF";"Zona Rural";"Satuba"
"417";"08/05/2021 ";"18";"NI";"28";"Masculino";"Homicídio";"ESPANCAMEN";"Igreja Nova";"Zona Rural"
"418";"08/05/2021 ";"18";"Branca";"37";"Masculino";"Homicídio";"PAF";"Palmeira dos Índios";"São Cristóvão"
"419";"08/05/2021 ";"20";"Parda";"18";"Masculino";"Homicídio";"PAF";"Maceió";"Tabuleiro do Martins"
"420";"09/05/2021 ";"00";"NI";"34";"Masculino";"Homicídio";"BRANCA";"Olho d Água das Flores";"Centro"
"421";"09/05/2021 ";"04";"Parda";"17";"Masculino";"Homicídio";"PAF";"Taquarana";"Centro"
"422";"09/05/2021 ";"10";"Branca";"19";"Masculino";"Homicídio";"PAF";"Porto Real do Colégio";"Zona Rural"
"423";"09/05/2021 ";"11";"Parda";"19";"Masculino";"Homicídio";"PAF";"Maceió";"Jacintinho"
"424";"09/05/2021 ";"17";"NI";"42";"Feminino";"Feminicídio";"BRANCA";"São José da Tapera";"Zona Rural"
"425";"09/05/2021 ";"20";"Branca";"19";"Masculino";"Homicídio";"ESPANCAMEN";"Maceió";"Benedito Bentes"
"426";"09/05/2021 ";"20";"Branca";"25";"Masculino";"Homicídio";"PAF";"Arapiraca";"Padre Antônio Lima Neto"
"427";"09/05/2021 ";"23";"Parda";"24";"Masculino";"Homicídio";"BRANCA";"Estrela de Alagoas";"Zona Rural"
"428";"09/05/2021 ";"23";"Parda";"25";"Masculino";"Homicídio";"ESPANCAMEN";"Maceió";"Trapiche da Barra"
"429";"10/05/2021 ";"18";"Preta";"20";"Masculino";"Homicídio";"PAF";"Maceió";"Jatiúca"
"430";"10/05/2021 ";"21";"Parda";"35";"Masculino";"Homicídio";"PAF";"Maceió";"Santa Lúcia"
"431";"11/05/2021 ";"03";"Parda";"25";"Masculino";"Homicídio";"PAF";"Limoeiro de Anadia";"Zona Rural"
"432";"12/05/2021 ";"01";"Preta";"23";"Masculino";"Homicídio";"BRANCA";"União dos Palmares";"Santa Fé"
"433";"12/05/2021 ";"12";"Parda";"39";"Masculino";"Homicídio";"BRANCA";"Jequiá da Praia";"Centro"
"434";"12/05/2021 ";"13";"Parda";"68";"Masculino";"Homicídio";"ESPANCAMEN";"Maceió";"Cidade Universitária"
"435";"12/05/2021 ";"22";"Parda";"45";"Masculino";"Homicídio";"BRANCA";"Rio Largo";"Utinga Leão"
"436";"13/05/2021 ";"05";"Preta";"10";"Masculino";"Homicídio";"NI";"Maceió";"Clima Bom"
"437";"13/05/2021 ";"08";"Preta";"35";"Masculino";"Homicídio";"ESPANCAMEN";"Delmiro Gouveia";"Centro"
"438";"13/05/2021 ";"17";"Branca";"34";"Masculino";"Homicídio";"PAF";"Zona Rural";"Penedo"
"439";"14/05/2021 ";"21";"Preta";"37";"Masculino";"Homicídio";"PAF";"Barra de Santo Antônio";"Zona Rural"
"440";"15/05/2021 ";"20";"Preta";"28";"Masculino";"Homicídio";"PAF";"Igreja Nova";"Zona Rural"
"441";"15/05/2021 ";"21";"Parda";"22";"Masculino";"Homicídio";"PAF";"Maceió";"Benedito Bentes"
"442";"15/05/2021 ";"23";"NI";"36";"Masculino";"Homicídio";"PAF";"Passo de Camaragibe";"Zona Rural"
"443";"16/05/2021 ";"01";"Preta";"37";"Masculino";"Homicídio";"PAF";"Maceió";"Poço"
"444";"16/05/2021 ";"19";"NI";"38";"Masculino";"Homicídio";"BRANCA";"Batalha";"Centro"
"445";"16/05/2021 ";"20";"Parda";"18";"Masculino";"Homicídio";"NI";"Maceió";"Levada"
"446";"16/05/2021 ";"22";"Branca";"67";"Masculino";"Homicídio";"PAF";"Arapiraca";"Cacimbas"
"447";"16/05/2021 ";"23";"Branca";"22";"Masculino";"Homicídio";"PAF";"Palmeira dos Índios";"Zona Rural"
"448";"17/05/2021 ";"19";"Parda";"19";"Masculino";"Homicídio";"PAF";"Coqueiro Seco";"Zona Rural"
"449";"17/05/2021 ";"21";"Parda";"34";"Masculino";"Homicídio";"PAF";"Zona Rural";"Anadia"
"450";"18/05/2021 ";"05";"Parda";"21";"Masculino";"Homicídio";"NI";"São Miguel dos Campos";"Zona Rural"
"451";"18/05/2021 ";"19";"Parda";"22";"Masculino";"Homicídio";"PAF";"Porto Real do Colégio";"Zona Rural"
"452";"18/05/2021 ";"22";"NI";"29";"Masculino";"Homicídio";"PAF";"Maceió";"Tabuleiro do Martins"
"453";"18/05/2021 ";"23";"Branca";"19";"Masculino";"Homicídio";"BRANCA";"Maceió";"Barro Duro"
"454";"19/05/2021 ";"00";"Parda";"33";"Masculino";"Homicídio";"PAF";"Dois Riachos";"Zona Rural"
"455";"19/05/2021 ";"09";"NI";"25";"Masculino";"Homicídio";"PAF";"Zona Rural";"Maragogi"
"456";"19/05/2021 ";"09";"NI";"25";"Masculino";"Homicídio";"PAF";"Zona Rural";"Maragogi"
"457";"19/05/2021 ";"10";"Parda";"20";"Masculino";"Homicídio";"PAF";"Coruripe";"Centro"
"458";"19/05/2021 ";"17";"Parda";"20";"Masculino";"Homicídio";"PAF";"Campo Alegre";"Centro"
"459";"20/05/2021 ";"13";"Parda";"34";"Masculino";"Homicídio";"ESPANCAMEN";"Limoeiro de Anadia";"Zona Rural"
"460";"20/05/2021 ";"19";"NI";"38";"Masculino";"Homicídio";"PAF";"Anadia";"Centro"
"461";"21/05/2021 ";"20";"NI";"30";"Feminino";"Feminicídio";"BRANCA";"São José da Tapera";"Zona Rural"
"462";"22/05/2021 ";"01";"Branca";"53";"Masculino";"Homicídio";"ESPANCAMEN";"Delmiro Gouveia";"Centro"
"463";"22/05/2021 ";"18";"Branca";"27";"Masculino";"Homicídio";"PAF";"Arapiraca";"Planalto"
"464";"22/05/2021 ";"19";"Parda";"22";"Masculino";"Homicídio";"PAF";"São Sebastião";"Centro"
"465";"23/05/2021 ";"03";"Parda";"18";"Masculino";"Homicídio";"PAF";"Coqueiro Seco";"Centro"
"466";"23/05/2021 ";"14";"Parda";"39";"Masculino";"Homicídio";"PAF";"Feira Grande";"Zona Rural"
"467";"23/05/2021 ";"15";"NI";"28";"Masculino";"Homicídio";"PAF";"Joaquim Gomes";"Zona Rural"
"468";"26/05/2021 ";"01";"Parda";"31";"Masculino";"Homicídio";"PAF";"Zona Rural";"Canapi"
"469";"26/05/2021 ";"17";"Parda";"17";"Masculino";"Homicídio";"PAF";"Maceió";"Benedito Bentes"
"470";"27/05/2021 ";"02";"Parda";"26";"Masculino";"Homicídio";"OUTROS";"Maceió";"Clima Bom"
"471";"28/05/2021 ";"08";"Parda";"24";"Masculino";"Homicídio";"PAF";"São Sebastião";"Zona Rural"
"472";"28/05/2021 ";"08";"Parda";"23";"Masculino";"Homicídio";"PAF";"São Sebastião";"Zona Rural"
"473";"28/05/2021 ";"10";"Parda";"23";"Masculino";"Homicídio";"PAF";"Maceió";"Cidade Universitária"
"474";"28/05/2021 ";"14";"Parda";"29";"Masculino";"Homicídio";"BRANCA";"Rio Largo";"Tabuleiro do Pinto"
"475";"28/05/2021 ";"18";"Parda";"22";"Masculino";"Homicídio";"BRANCA";"Maceió";"Cidade Universitária"
"476";"28/05/2021 ";"21";"Parda";"46";"Masculino";"Homicídio";"BRANCA";"Rio Largo";"Mata do Rolo"
"477";"29/05/2021 ";"18";"Parda";"51";"Masculino";"Homicídio";"PAF";"Arapiraca";"Sítio Pau d Arco"
"478";"29/05/2021 ";"20";"NI";"33";"Masculino";"Homicídio";"BRANCA";"Senador Rui Palmeira";"Zona Rural"
"479";"30/05/2021 ";"00";"NI";"20";"Masculino";"Homicídio";"PAF";"Maceió";"Cidade Universitária"
"480";"30/05/2021 ";"03";"NI";"27";"Masculino";"Homicídio";"PAF";"União dos Palmares";"Santa Fé"
"481";"30/05/2021 ";"04";"Parda";"26";"Masculino";"Homicídio";"PAF";"Maceió";"Feitosa"
"482";"30/05/2021 ";"23";"NI";"22";"Masculino";"Homicídio";"PAF";"Roteiro";"Centro"
"483";"31/05/2021 ";"07";"Parda";"19";"Masculino";"Homicídio";"BRANCA";"Zona Rural";"Penedo"
"484";"31/05/2021 ";"09";"Parda";"65";"Masculino";"Homicídio";"BRANCA";"Rio Largo";"Mata do Rolo"
"485";"31/05/2021 ";"13";"Parda";"21";"Masculino";"Homicídio";"PAF";"Passo de Camaragibe";"Zona Rural"
"486";"31/05/2021 ";"19";"Parda";"48";"Masculino";"Homicídio";"NI";"Cajueiro";"Centro"
"487";"02/06/2021 ";"06";"Parda";"35";"Masculino";"Resistência com Resultado Morte";"PAF";"Igreja Nova";"Zona Rural"
"488";"02/06/2021 ";"06";"Parda";"44";"Masculino";"Resistência com Resultado Morte";"PAF";"Igreja Nova";"Zona Rural"
"489";"02/06/2021 ";"06";"Parda";"39";"Masculino";"Resistência com Resultado Morte";"PAF";"Igreja Nova";"Zona Rural"
"490";"02/06/2021 ";"20";"Parda";"56";"Masculino";"Homicídio";"PAF";"Maceió";"Benedito Bentes"
"491";"04/06/2021 ";"14";"Branca";"23";"Masculino";"Homicídio";"PAF";"Zona Rural";"Batalha"
"492";"04/06/2021 ";"22";"Branca";"22";"Masculino";"Homicídio";"PAF";"Zona Rural";"Maragogi"
"493";"05/06/2021 ";"15";"Preta";"25";"Masculino";"Homicídio";"PAF";"São Luís do Quitunde";"Centro"
"494";"05/06/2021 ";"17";"Branca";"30";"Masculino";"Homicídio";"NI";"Barra de Santo Antônio";"Ilha da Crôa"
"495";"05/06/2021 ";"19";"Preta";"26";"Masculino";"Homicídio";"PAF";"Rio Largo";"Centro"
"496";"05/06/2021 ";"19";"Preta";"67";"Masculino";"Roubo com Resultado Morte";"PAF";"Zona Rural";"Piaçabuçu"
"497";"05/06/2021 ";"22";"Branca";"25";"Masculino";"Homicídio";"PAF";"São Luís do Quitunde";"Centro"
"498";"05/06/2021 ";"22";"Parda";"27";"Masculino";"Homicídio";"PAF";"São Luís do Quitunde";"Centro"
"499";"06/06/2021 ";"18";"Branca";"22";"Masculino";"Homicídio";"PAF";"Maceió";"Benedito Bentes"
"500";"06/06/2021 ";"18";"Preta";"40";"Masculino";"Homicídio";"PAF";"Zona Rural";"Canapi"
"501";"06/06/2021 ";"21";"Parda";"24";"Masculino";"Homicídio";"BRANCA";"Feira Grande";"Zona Rural"
"502";"07/06/2021 ";"05";"Preta";"15";"Masculino";"Homicídio";"PAF";"União dos Palmares";"Abolição"
"503";"07/06/2021 ";"22";"Parda";"24";"Masculino";"Resistência com Resultado Morte";"PAF";"São Sebastião";"Centro"
"504";"08/06/2021 ";"16";"Parda";"19";"Feminino";"Homicídio";"BRANCA";"Maceió";"Barro Duro"
"505";"08/06/2021 ";"18";"Parda";"18";"Masculino";"Homicídio";"PAF";"Campo Alegre";"Centro"
"506";"08/06/2021 ";"18";"Parda";"20";"Masculino";"Homicídio";"PAF";"Campo Alegre";"Centro"
"507";"08/06/2021 ";"18";"Parda";"16";"Feminino";"Homicídio";"PAF";"Campo Alegre";"Centro"
"508";"08/06/2021 ";"20";"Branca";"38";"Masculino";"Homicídio";"PAF";"Feliz Deserto";"Centro"
"509";"10/06/2021 ";"02";"Parda";"19";"Masculino";"Homicídio";"PAF";"Maceió";"Tabuleiro do Martins"
"510";"10/06/2021 ";"09";"Parda";"19";"Masculino";"Homicídio";"PAF";"Rio Largo";"Tabuleiro do Pinto"
"511";"10/06/2021 ";"15";"Preta";"24";"Masculino";"Homicídio";"PAF";"Maribondo";"Centro"
"512";"10/06/2021 ";"18";"Branca";"25";"Masculino";"Homicídio";"PAF";"Igreja Nova";"Centro"
"513";"10/06/2021 ";"22";"Parda";"28";"Masculino";"Homicídio";"PAF";"Maceió";"Poço"
"514";"11/06/2021 ";"04";"NI";"27";"Masculino";"Homicídio";"ESPANCAMEN";"Arapiraca";"Sítio Barreiras"
"515";"12/06/2021 ";"02";"Parda";"20";"Masculino";"Homicídio";"PAF";"Maceió";"Ipioca"
"516";"13/06/2021 ";"02";"Parda";"33";"Masculino";"Homicídio";"BRANCA";"Atalaia";"Centro"
"517";"13/06/2021 ";"17";"Parda";"19";"Masculino";"Homicídio";"BRANCA";"Ibateguara";"Centro"
"518";"14/06/2021 ";"17";"Parda";"26";"Masculino";"Homicídio";"PAF";"Marechal Deodoro";"Massagueira"
"519";"14/06/2021 ";"17";"Parda";"21";"Feminino";"Homicídio";"PAF";"Marechal Deodoro";"Massagueira"
"520";"15/06/2021 ";"22";"Parda";"23";"Masculino";"Homicídio";"PAF";"Colônia Leopoldina";"Centro"
"521";"16/06/2021 ";"04";"NI";"";"Masculino";"Homicídio";"NI";"Maceió";"Pontal da Barra"
"522";"16/06/2021 ";"13";"Parda";"22";"Masculino";"Homicídio";"PAF";"Maceió";"Jacintinho"
"523";"16/06/2021 ";"19";"Branca";"47";"Masculino";"Resistência com Resultado Morte";"PAF";"Zona Rural";"Anadia"
"524";"16/06/2021 ";"19";"Branca";"51";"Masculino";"Resistência com Resultado Morte";"PAF";"Zona Rural";"Anadia"
"525";"16/06/2021 ";"19";"Preta";"19";"Masculino";"Resistência com Resultado Morte";"PAF";"Zona Rural";"Anadia"
"526";"16/06/2021 ";"19";"Preta";"19";"Masculino";"Homicídio";"PAF";"Zona Rural";"Messias"
"527";"16/06/2021 ";"21";"Parda";"25";"Masculino";"Resistência com Resultado Morte";"PAF";"Maceió";"Benedito Bentes"
"528";"16/06/2021 ";"21";"Parda";"30";"Masculino";"Resistência com Resultado Morte";"PAF";"Maceió";"Benedito Bentes"
"529";"17/06/2021 ";"09";"NI";"20";"Masculino";"Resistência com Resultado Morte";"PAF";"Joaquim Gomes";"Bairro não Informado"
"530";"17/06/2021 ";"18";"Parda";"18";"Masculino";"Homicídio";"PAF";"Colônia Leopoldina";"Centro"
"531";"18/06/2021 ";"08";"Parda";"43";"Feminino";"Homicídio";"BRANCA";"Campo Grande";"Centro"
"532";"18/06/2021 ";"08";"NI";"";"Masculino";"Homicídio";"NI";"São Sebastião";"Zona Rural"
"533";"18/06/2021 ";"13";"Parda";"43";"Masculino";"Homicídio";"BRANCA";"Maceió";"Tabuleiro do Martins"
"534";"19/06/2021 ";"07";"Parda";"74";"Feminino";"Homicídio";"ESPANCAMEN";"Craíbas";"Centro"
"535";"19/06/2021 ";"08";"Parda";"25";"Masculino";"Homicídio";"PAF";"Igaci";"Centro"
"536";"20/06/2021 ";"21";"Parda";"34";"Masculino";"Homicídio";"PAF";"Arapiraca";"Planalto"
"537";"22/06/2021 ";"03";"Parda";"";"Masculino";"Homicídio";"NI";"Teotônio Vilela";"Centro"
"538";"22/06/2021 ";"05";"Parda";"36";"Masculino";"Homicídio";"ESPANCAMEN";"Zona Rural";"Atalaia"
"539";"22/06/2021 ";"06";"Parda";"32";"Masculino";"Resistência com Resultado Morte";"PAF";"Rio Largo";"Mata do Rolo"
"540";"22/06/2021 ";"06";"NI";"44";"Masculino";"Resistência com Resultado Morte";"PAF";"Zona Rural";"Viçosa"
"541";"22/06/2021 ";"11";"Preta";"11";"Masculino";"Feminicídio";"NI";"Zona Rural";"Rio Largo"
"542";"22/06/2021 ";"11";"Parda";"17";"Masculino";"Homicídio";"PAF";"União dos Palmares";"Santa Fé"
"543";"22/06/2021 ";"16";"Parda";"44";"Feminino";"Feminicídio";"BRANCA";"Teotônio Vilela";"Centro"
"544";"22/06/2021 ";"20";"NI";"24";"Masculino";"Homicídio";"PAF";"Dois Riachos";"Centro"
"545";"23/06/2021 ";"19";"NI";"27";"Masculino";"Homicídio";"PAF";"Zona Rural";"Batalha"
"546";"24/06/2021 ";"03";"Parda";"16";"Feminino";"Homicídio";"PAF";"Rio Largo";"Mata do Rolo"
"547";"24/06/2021 ";"07";"NI";"";"Masculino";"Homicídio";"BRANCA";"Maceió";"Clima Bom"
"548";"24/06/2021 ";"19";"Parda";"15";"Masculino";"Homicídio";"PAF";"Arapiraca";"Zélia Barbosa Rocha"
"549";"24/06/2021 ";"21";"NI";"36";"Masculino";"Homicídio";"PAF";"Rio Largo";"Centro"
"550";"24/06/2021 ";"21";"Branca";"36";"Masculino";"Homicídio";"PAF";"Delmiro Gouveia";"Centro"
"551";"24/06/2021 ";"22";"Parda";"18";"Masculino";"Homicídio";"PAF";"Maceió";"Fernão Velho"
"552";"25/06/2021 ";"08";"Parda";"28";"Masculino";"Homicídio";"PAF";"Maceió";"Cidade Universitária"
"553";"25/06/2021 ";"09";"NI";"47";"Masculino";"Homicídio";"PAF";"Igreja Nova";"Zona Rural"
"554";"25/06/2021 ";"18";"NI";"34";"Masculino";"Homicídio";"BRANCA";"Viçosa";"Centro"
"555";"25/06/2021 ";"21";"NI";"20";"Masculino";"Homicídio";"PAF";"Rio Largo";"Tabuleiro do Pinto"
"556";"26/06/2021 ";"21";"Parda";"24";"Masculino";"Homicídio";"PAF";"Maceió";"Benedito Bentes"
"557";"27/06/2021 ";"05";"Branca";"18";"Masculino";"Homicídio";"PAF";"Santana do Ipanema";"Zona Rural"
"558";"27/06/2021 ";"11";"Parda";"";"Masculino";"Homicídio";"PAF";"São Sebastião";"Zona Rural"
"559";"27/06/2021 ";"21";"Parda";"30";"Masculino";"Homicídio";"PAF";"Satuba";"Centro"
"560";"28/06/2021 ";"10";"NI";"30";"Masculino";"Homicídio";"PAF";"Arapiraca";"Cacimbas"
"561";"28/06/2021 ";"16";"Parda";"27";"Masculino";"Homicídio";"PAF";"Maceió";"Cidade Universitária"
"562";"28/06/2021 ";"18";"Preta";"50";"Masculino";"Homicídio";"PAF";"Palmeira dos Índios";"São Francisco"
"563";"28/06/2021 ";"19";"NI";"27";"Masculino";"Homicídio";"BRANCA";"Água Branca";"Centro"
"564";"28/06/2021 ";"19";"Parda";"44";"Masculino";"Homicídio";"PAF";"Maceió";"Vergel do Lago"
"565";"28/06/2021 ";"21";"Preta";"19";"Masculino";"Homicídio";"PAF";"Maceió";"Santos Dumont"
"566";"29/06/2021 ";"01";"Parda";"";"Masculino";"Homicídio";"PAF";"Colônia Leopoldina";"Zona Rural"
"567";"29/06/2021 ";"02";"Parda";"19";"Masculino";"Homicídio";"PAF";"Arapiraca";"Senador Nilo Coelho"
"568";"29/06/2021 ";"03";"Parda";"22";"Masculino";"Homicídio";"BRANCA";"Santa Luzia do Norte";"Zona Rural"
"569";"29/06/2021 ";"20";"Parda";"35";"Masculino";"Homicídio";"BRANCA";"Girau do Ponciano";"Zona Rural"
"570";"30/06/2021 ";"10";"Parda";"20";"Masculino";"Homicídio";"PAF";"Cajueiro";"Centro"
"571";"30/06/2021 ";"19";"Preta";"27";"Masculino";"Homicídio";"PAF";"Carneiros";"Centro"
"572";"30/06/2021 ";"22";"Parda";"27";"Feminino";"Homicídio";"PAF";"Rio Largo";"Centro"
